Entity,Year,Mean income or expenditure per day,Median income or expenditure per day,$1 - total number of people below poverty line,$2.15 - total number of people below poverty line,$3.65 - total number of people below poverty line,$6.85 - total number of people below poverty line,$10 - total number of people below poverty line,$20 - total number of people below poverty line,$30 - total number of people below poverty line,$40 - total number of people below poverty line,$1 a day - share of population below poverty line,$2.15 a day - share of population below poverty line,$3.65 a day - share of population below poverty line,$6.85 a day - share of population below poverty line,$10 a day - share of population below poverty line,$20 a day - share of population below poverty line,$30 a day - share of population below poverty line,$40 a day - share of population below poverty line,$1 a day - poverty gap index,$2.15 a day - poverty gap index,$3.65 a day - poverty gap index,$6.85 a day - poverty gap index,$10 a day - poverty gap index,$20 a day - poverty gap index,$30 a day - poverty gap index,$40 a day - poverty gap index,40% of median - total number of people below poverty line,50% of median - total number of people below poverty line,60% of median - total number of people below poverty line,40% of median - share of population below poverty line,50% of median - share of population below poverty line,60% of median - share of population below poverty line,P10,P90,Gini coefficient,$1 a day - total shortfall,$2.15 a day - total shortfall,$3.65 a day - total shortfall,$6.85 a day - total shortfall,$10 a day - total shortfall,$20 a day - total shortfall,$30 a day - total shortfall,$40 a day - total shortfall,$1 - total number of people above poverty line,$2.15 - total number of people above poverty line,$3.65 - total number of people above poverty line,$6.85 - total number of people above poverty line,$10 - total number of people above poverty line,$20 - total number of people above poverty line,$30 - total number of people above poverty line,$40 - total number of people above poverty line,$1 - share of population above poverty line,$2.15 - share of population above poverty line,$3.65 - share of population above poverty line,$6.85 - share of population above poverty line,$10 - share of population above poverty line,$20 - share of population above poverty line,$30 - share of population above poverty line,$40 - share of population above poverty line,$1-$2.15 - total number of people between poverty lines,$2.15-$3.65 - total number of people between poverty lines,$3.65-$6.85 - total number of people between poverty lines,$6.85-$10 - total number of people between poverty lines,$10-$20 - total number of people between poverty lines,$20-$30 - total number of people between poverty lines,$30-$40 - total number of people between poverty lines,$1-$2.15 - share of population between poverty lines,$2.15-$3.65 - share of population between poverty lines,$3.65-$6.85 - share of population between poverty lines,$6.85-$10 - share of population between poverty lines,$10-$20 - share of population between poverty lines,$20-$30 - share of population between poverty lines,$30-$40 - share of population between poverty lines,$2.15-$10 - total number of people between poverty lines,$10-$30 - total number of people between poverty lines,$2.15-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines,Share of the poorest quintile in total income or expenditure,Share of the 2nd quintile in total income or expenditure,Share of the 3rd quintile in total income or expenditure,Share of the 4th quintile in total income or expenditure,Share of the richest quintile in total income or expenditure,Share of the richest decile in total income or expenditure,$24.35 - total number of people below poverty line,$24.35 a day - share of population below poverty line,$24.35 a day - poverty gap index,$24.35 a day - total shortfall,$24.35 - total number of people above poverty line,$24.35 - share of population above poverty line
Albania,2019,15.581382637045923,13.077384012683234,0.0,0.0,22774.0,312161.0,876631.0,2187858.0,2637916.0,2780704.0,0.0,0.0,0.79791472191832,10.93691986411206,30.713816318141678,76.65422497650566,92.4225440528048,97.42529671694196,0.0,0.0,0.11186396945783,2.29207353564819,7.95738980782416,32.714353007131805,50.50244183220973,61.67029561080568,113512.0,263014.0,473125.0,3.97701957590948,9.21500694943522,16.57650595552002,6.65,27.58,0.3077173903513966,0.0,0.0,11653.761422054686,448128.07248978916,2271191.0372983445,18674602.384755705,43243084.48665496,70407521.07988043,2854191.0,2854191.0,2831417.0,2542030.0,1977560.0,666333.0,216275.0,73487.0,100.0,100.0,99.20208563477357,89.06306550612766,69.2861830199871,23.345774687117995,7.5774536462346065,2.5747050565291527,0.0,22774.0,289387.0,564470.0,1311227.0,450058.0,142788.0,0.0,0.7979143652264338,10.13902012864591,19.776882486140558,45.940408332869104,15.768321040883388,5.002748589705455,876631.0,1761285.0,30.713816318141678,61.708727734663114,8.25680322787537,12.73053418338429,16.8748169550915,22.962027133774853,39.17581849987367,23.75788003269388,2454207.0,85.98608500296733,41.476118689661526,28825716.199327666,399984.0,14.013918479877486
Algeria,1988,7.464024072562243,5.5539804818371605,0.0,1569347.0,6158153.0,15557583.0,20278624.0,23625143.0,24130292.0,24286585.0,0.0,6.42031133511754,25.19344644024782,63.64718894251457,82.96130910294835,96.6521559178408,98.718759392479,99.35816415753392,0.0,0.8852471470506801,6.90559292616848,25.006697762428086,40.661823405935834,66.46355535287232,76.94792400483735,82.483093053808,1767552.0,3387119.0,5126961.0,7.231180978445299,13.85694878471936,20.97476710680363,2.46,12.62,0.4019490917151458,0.0,465228.04781828343,6161078.357698201,41870660.38493358,99391614.18919374,324920010.8576769,564262327.7611109,806469270.2136602,24443472.0,22874125.0,18285319.0,8885889.0,4164848.0,818329.0,313180.0,156887.0,100.0,93.57968867925146,74.80655366798955,36.35281027179772,17.038692375616687,3.347842728725281,1.2812418792223952,0.6418359879480297,1569347.0,4588806.0,9399430.0,4721041.0,3346519.0,505149.0,156293.0,6.420311320748542,18.773135011261903,38.45374339619184,19.31411789618103,13.690849646891406,2.0666008495028856,0.6394058912743656,18709277.0,3851668.0,76.5409977678308,15.757450289530652,6.53914052369727,10.73732625011605,14.93297400217249,20.63880785594884,47.151751368065305,32.812365151613385,23930117.0,97.89982667301928,71.98035960999141,428426051.7887901,513355.0,2.100172185031652
Algeria,1995,7.111213691730655,5.752363724730849,67807.0,1659487.0,6973279.0,17571992.0,23336448.0,27828892.0,28549708.0,28757500.0,0.23578491210937003,5.77056640624999,24.2483154296875,61.10341868980961,81.14827314273029,96.7699323614659,99.27643977264536,99.99900000000001,0.06797860335686484,1.13688448046278,6.68700383148057,23.93041942822504,39.20916038271186,65.4307396536114,76.38711183093196,99.998,2108738.0,4074209.0,6222188.0,7.33275390625,14.16732421875,21.636533203125,2.54,13.12,0.3533005431139451,19549.142638728077,702927.0816972335,7019075.506743067,47140736.11375641,112756872.19440266,376328667.92835,659017310.3898699,1150288513.7696002,28689981.0,27098301.0,21784509.0,11185796.0,5421340.0,928896.0,208080.0,288.0,99.7642134367219,94.22943447528023,75.75168507397022,38.896579945578566,18.851728095359768,3.2300676255072194,0.7235605186323788,0.0010014678458579638,1591680.0,5313792.0,10598713.0,5764456.0,4492444.0,720816.0,207792.0,5.534778961441679,18.477749401310003,36.855105128391656,20.0448518502188,15.62166046985255,2.5065071068748406,0.7225590507865208,21676961.0,5213260.0,75.3777067364803,18.12816662991507,6.96580119788827,11.55164505966552,16.23655414136085,22.62921578164794,42.61678381943738,26.888585661938702,28262439.0,98.27751202469031,71.17862679492536,498429855.7881485,495349.0,1.7224864443676964
Algeria,2011,9.225503374228282,8.043640163460235,32750.0,166981.0,1473499.0,13408903.0,24917004.0,35125069.0,36283006.0,36593560.0,0.089329833984375,0.45546752929687,4.0192077636718695,36.574951171875,67.96515625,95.80930426912784,98.96776656845924,99.81485294069236,0.07266292696225705,0.15304272353794,0.7836197074985001,9.088886388868419,23.04513244852689,55.266631819417114,69.44000872471877,76.9459894895875,822477.0,2294548.0,4844943.0,2.2434399414062502,6.258749999999989,13.215366210937498,4.49,15.06,0.2761573091623685,26639.273917253155,120631.47588725254,1048594.8242542553,22824997.671166226,84486769.44634567,405230839.1832775,763731172.3742208,1128380249.2084656,36628688.0,36494457.0,35187939.0,23252535.0,11744434.0,1536369.0,378432.0,67878.0,99.91066907959258,99.54453232303653,95.98079322475022,63.425048957435884,32.034842714025565,4.190694865815138,1.032234469362604,0.18514822031803554,134231.0,1306518.0,11935404.0,11508101.0,10208065.0,1157937.0,310554.0,0.36613675655603034,3.563739098286325,32.55574426731434,31.39020624341031,27.844147848210426,3.1584603964525346,0.8470862490445683,24750023.0,11366002.0,67.50968872070314,31.002610318459233,9.360581881057449,13.664897266401251,17.47138806140844,22.284391370008493,37.21874142112433,22.86235803489025,35849111.0,97.78424743362272,62.70805893674666,559798614.2062067,812327.0,2.215753239139174
Angola,2000,7.374365426841039,4.664529111022052,1288252.0,3510083.0,6482583.0,11019698.0,13291759.0,15475132.0,15978536.0,16113701.0,7.8573646692006,21.40884776538471,39.538849628498504,67.21181897238377,81.06966855355927,94.38659114929953,97.45697303607416,98.28137834460053,2.96203756685044,9.140949015666939,17.74488738223396,35.07781754203446,47.65425055553517,68.6327796735212,77.80494793346996,82.8261362708024,2902624.0,3844097.0,4726988.0,17.70380957191337,23.44608054653903,28.83104912412886,1.18,14.48,0.5195689249112876,485640.1880043235,3222209.715907609,10619160.092419758,39395552.22436264,78131416.89355141,225053432.11665687,382694770.2988213,543189604.8907226,15107225.0,12885394.0,9912894.0,5375779.0,3103718.0,920345.0,416941.0,281776.0,92.1426378750676,78.59115047399963,60.46115035262469,32.78818298485613,18.930330602763192,5.613407892920712,2.5430245182863542,1.7186203243736062,2221831.0,2972500.0,4537115.0,2272061.0,2183373.0,503404.0,135165.0,13.551487401067991,18.130000121374938,27.672967367768564,13.85785238209294,13.316922709842476,3.070383374634358,0.824404193912748,9781676.0,2686777.0,59.66082078817456,16.387304482514892,3.1785532394746197,7.83776279610227,12.71153213902843,20.15794100028546,56.11421082511584,40.24551558101154,15769423.0,96.18154223342103,73.37292631161777,292926634.62373465,626054.0,3.818455541122713
Angola,2008,6.513751809548646,4.69425473608008,430027.0,3174611.0,8171941.0,14983762.0,18087319.0,20951844.0,21411996.0,21570802.0,1.98209007121899,14.632487286880941,37.66629138909447,69.06348405756208,83.36846700002278,96.57169552987476,98.69264222172272,99.42461244465972,0.3093421328139,4.0595237875559995,13.200652608755151,32.76888621583556,46.65035118595546,69.4051221889878,78.93199936218403,83.98101229169495,2283886.0,3712685.0,5371976.0,10.52693893280091,17.1125910293619,24.76062914942478,1.83,12.54,0.427155149878257,67113.74312994031,1893589.9342053605,10453474.219613079,48699515.18129671,101210903.86026579,301157653.5095605,513743978.07425314,728808589.4368558,21265609.0,18521025.0,13523695.0,6711874.0,3608317.0,743792.0,283640.0,124834.0,98.01791014561638,85.3675135405111,62.333710797876584,30.93651644966757,16.631533641143314,3.4283023553676877,1.3073596920597303,0.5753876032949667,2744584.0,4997330.0,6811821.0,3103557.0,2864525.0,460152.0,158806.0,12.650396605105286,23.03380274263451,31.397194348209013,14.304982808524258,13.203231285775626,2.1209426633079573,0.7319720887647636,14912708.0,3324677.0,68.73597971314183,15.324175221699946,5.42865489513503,9.6201767995579,14.46295846365296,21.94314524478241,48.545064596873495,32.31173389803934,21271209.0,98.04372111534794,74.42069748165851,393156162.49476177,424427.0,1.9562782118947792
Angola,2018,5.482150726198142,3.420550539240262,2713685.0,9588624.0,16299094.0,24023840.0,27328640.0,30062235.0,30458468.0,30636343.0,8.80786613967893,31.12200623143419,52.90232642154824,77.97470209300359,88.70116559444251,97.57365375887356,98.85971573618843,99.43705009245832,2.7539444493988396,11.93258142206659,24.532488409414448,44.500888776784656,56.947648104674144,75.74539705000112,83.29143484999597,87.26093812335264,4842760.0,7021666.0,8979548.0,15.718253430674409,22.79037353043551,29.1451159883639,1.07,10.72,0.5127211119824917,848484.4189581054,7904266.277441618,27588187.10030202,93917808.95985466,175454490.8255964,466739909.86819255,769857409.9958258,1075396366.8002698,28096102.0,21221163.0,14510693.0,6785947.0,3481147.0,747552.0,351319.0,173444.0,91.1921332010507,68.87799321689566,47.097673865775185,22.02529670198629,11.298835009797374,2.426345888077707,1.140283767622282,0.5629509869704714,6874939.0,6710470.0,7724746.0,3304800.0,2733595.0,396233.0,177875.0,22.314139984155034,21.780319351120472,25.072377163788893,10.726461692188915,8.872489121719667,1.2860621204554255,0.5773327806518104,17740016.0,3129828.0,57.57915936300832,10.15855014174592,3.75763228088662,7.675790248844771,12.565631260149729,20.43749949669933,55.563446713423104,39.624425967731405,30313151.0,98.38805717165549,79.73146745579497,598160070.4358007,496636.0,1.6119423350768376
Argentina - urban,1980,32.47283363214869,24.830716979514776,29121.0,71452.0,229485.0,1277865.0,2999296.0,8960247.0,13938313.0,17263176.0,0.12594360351562,0.30901245117187,0.9924694824218699,5.526474609375,12.971274414062501,38.75104009524712,60.28004924839373,74.65932813663572,0.12494360351562,0.17908596258642,0.34999114042149,1.53678285669003,3.9235450016506004,14.87034077956578,26.60717423844961,36.96512698653962,2959787.0,4466745.0,5990635.0,12.800410156249988,19.31766113281249,25.9081396484375,8.82,63.55,0.4083086045604474,28890.20716763068,89030.05348706983,295383.7121887597,2434107.2362846592,9072255.380807616,68768182.39378123,184568098.14948794,341891908.5314828,23093477.0,23051146.0,22893113.0,21844733.0,20123302.0,14162351.0,9184285.0,5859422.0,99.87405826974978,99.69098628103987,99.00752934423718,94.47352326066473,87.02872402140972,61.24896086503774,39.71995274925422,25.34067322365765,42331.0,158033.0,1048380.0,1721431.0,5960951.0,4978066.0,3324863.0,0.18307198870991917,0.6834569368026897,4.534006083572443,7.444799239255036,25.77976315637196,21.52900811578353,14.37927952559656,2927844.0,10939017.0,12.66226196289063,47.30877483433123,5.2962918375009,10.19084620722909,15.36346738770238,22.59046083759209,46.5589337299755,30.17537072128842,11317433.0,48.94533315163561,20.063308741793907,112963502.79978508,11805165.0,51.05466522403754
Argentina - urban,1986,35.167551762431934,25.36731716476277,289128.0,293557.0,479427.0,1251231.0,2688835.0,9549145.0,15379702.0,19132599.0,1.1022474564092,1.1191321131303,1.8277317687401902,4.77009652309235,10.25070612384262,36.40441881550642,58.6323841768788,72.93963554222826,1.1022474564092,1.11064271482965,1.21217489973242,2.11553477391664,3.78634385282624,13.776106271885292,25.2780745068865,35.46182950805011,2770184.0,4683892.0,6452736.0,10.56083563795107,17.85650705063703,24.59991056044778,9.82,69.75,0.4280888699353998,289127.5542225649,626358.8373520162,1160562.4865295237,3801203.4700249624,9931856.329064485,72271464.81382594,198918704.19300687,372075870.05267805,25941602.0,25937173.0,25751303.0,24979499.0,23541895.0,16681585.0,10851028.0,7098131.0,98.8977508441435,98.88086606815746,98.17226970046201,95.22990400953387,89.74929405319638,63.59558045086813,41.3676172946769,27.0603639319226,4429.0,185870.0,771804.0,1437604.0,6860310.0,5830557.0,3752897.0,0.0168847759860286,0.7085963676954473,2.9423656909281592,5.480609956337471,26.15371360232826,22.22796315619123,14.307253362754297,2395278.0,12690867.0,9.13157401071232,48.38167805303618,5.1261550576170105,9.871242666993009,14.645828859088319,21.826205592035798,48.530567824265894,32.20808275566343,12622859.0,48.12240936552864,18.75288485776053,119778102.76998869,13607871.0,51.877591664433275
Argentina - urban,1987,32.14556881159724,22.359614372325066,210948.0,317511.0,560465.0,2040435.0,4173657.0,11653951.0,17054563.0,20572372.0,0.7880117956374,1.18608591777318,2.09365794422015,7.622199043830589,15.591010799475722,43.53421812764304,63.70861411675139,76.84965561342054,0.7880117956374,0.89012030621801,1.17152856549762,2.80923312498533,5.63253340638839,17.81619095756592,30.22166103891333,40.431628181285824,3449211.0,5012478.0,6878794.0,12.88478892880594,18.72449386082168,25.69625869167989,7.65,64.0,0.45276366076962,210947.87356895994,512306.18848861713,1144690.7685404455,5151346.766492547,15078085.778179048,95386582.24162984,242706841.46513087,432935955.3748429,26558686.0,26452123.0,26209169.0,24729199.0,22595977.0,15115683.0,9715071.0,6197262.0,99.21198773206984,98.8139135559343,97.90634044529709,92.37780015968839,84.40898743703407,56.465781340155786,36.291385231490274,23.150342660643027,106563.0,242954.0,1479970.0,2133222.0,7480294.0,5400612.0,3517809.0,0.39807417613554225,0.9075731106372242,5.5285402856086865,7.968812722654333,27.943206096878274,20.174396108665512,13.141042570847253,3856146.0,12880906.0,14.404924881702541,48.117603317275666,4.57597692573183,9.31247399288355,14.066253238265581,21.46200328947277,50.58329255364634,34.2518896981301,14506872.0,54.19152080509443,23.46834600141479,152976204.54602832,12262762.0,45.808478367690796
Argentina - urban,1991,22.81104021238504,15.114628280244212,155205.0,280792.0,858659.0,4137034.0,8083165.0,18455057.0,23024493.0,25293979.0,0.53728060008261,0.97202862867158,2.97245202772493,14.3213227916285,27.98179305711747,63.88655517332392,79.70474119439018,87.56110522041108,0.47144170370460003,0.64111425529538,1.11183707334524,4.54423698823651,9.83026813795045,29.2232287305906,43.9196230383668,53.936723308481874,3153120.0,4972717.0,6848138.0,10.91527199863028,17.21424057398389,23.7064551639078,5.75,43.8,0.4676173910594,136186.45397948337,398180.33518737816,1172303.144581208,8992024.016458366,28396922.649291452,168835631.7812815,380614888.8426671,623233034.23808,28732026.0,28606439.0,28028572.0,24750197.0,20804066.0,10432174.0,5862738.0,3593252.0,99.46272108946684,99.02797190911097,97.02754826172159,85.67867581354544,72.01820762952323,36.11344403345547,20.295257790544202,12.438893848981234,125587.0,577867.0,3278375.0,3946131.0,10371892.0,4569436.0,2269486.0,0.4347491803558465,2.000423647389395,11.34887244817615,13.660468184022207,35.90476359606776,15.818186242911272,7.856363941562969,7802373.0,14941328.0,27.00976442844589,51.72294813727271,4.79657045082949,9.061461559472269,13.296928673438629,20.29838453367438,52.54665478258525,36.60929128787875,20915965.0,72.40557397932031,36.30995856381169,255405728.11419797,7971266.0,27.594427447892116
Argentina - urban,1992,23.00445864753348,15.80751669156585,312052.0,491272.0,1200228.0,4365150.0,8020844.0,17969905.0,22749289.0,25468528.0,1.06312849831601,1.67371252553374,4.089052350531619,14.871609473437111,27.32617503751228,61.221587145039834,77.50444753788754,86.7686084178017,0.8831470277006,1.1135736046581,1.83818916730463,4.99576743349468,10.142522543826479,28.20750282419386,42.39352891273635,52.50269396066859,3628167.0,5740956.0,7558381.0,12.36078384945482,19.55883620332938,25.750614509944057,5.87,47.4,0.4546809298082467,259223.40862913578,702746.3417586803,1969356.1892688724,10044631.054780005,29770572.54842377,165590661.6147815,373303472.3738969,616428606.5088053,29040185.0,28860965.0,28152009.0,24987087.0,21331393.0,11382332.0,6602948.0,3883709.0,98.93687148955631,98.32628770338697,95.91094879753118,85.12839072538151,72.67382380429812,38.778414060911274,22.495552894316027,13.231390166275913,179220.0,708956.0,3164922.0,3655694.0,9949061.0,4779384.0,2719239.0,0.6105837861693472,2.4153389058557955,10.782558072149664,12.454566921083392,33.89540974338685,16.282861166595243,9.264162728040116,7529572.0,14728445.0,25.652462511978538,50.178272500375265,4.60047201052874,9.19371411696655,13.86330021298468,21.4809159053433,50.861597754177154,34.28712165406062,20728156.0,70.61865845183854,34.97695891130293,249989758.95718154,8624081.0,29.38134153114122
Argentina - urban,1993,23.05283861579658,16.156161376506738,308111.0,589233.0,1455577.0,4492403.0,8134775.0,18003612.0,23028631.0,25908652.0,1.0336033020717899,1.97666617166051,4.88293866112259,15.07040129767766,27.289254939590208,60.39566222303454,77.25279964054938,86.9142382807294,0.86795186099804,1.1567194688815,2.06470565408029,5.53087484467175,10.40752828857658,27.63225212643014,41.63086314355971,51.742524042793434,4058635.0,5989299.0,7790303.0,13.61526598965056,20.09194929613933,26.133674506802528,5.54,46.75,0.4485628585171292,258731.63263068718,741345.055843124,2246492.131732083,11293753.199662637,31024264.210426766,164740419.99779046,372297877.5541411,616966369.8459314,29501334.0,29220212.0,28353868.0,25317042.0,21674670.0,11805833.0,6780814.0,3900793.0,98.96639806611628,98.02333455050908,95.11706105229399,84.92959865572807,72.7107465435871,39.60433681338247,22.74719975497699,13.085761912038283,281122.0,866344.0,3036826.0,3642372.0,9868837.0,5025019.0,2880021.0,0.9430635156072178,2.906273498215079,10.18746239656592,12.218852112140967,33.10640973020464,16.857137058405485,9.661437842938707,7545542.0,14893856.0,25.312588767929697,49.963544700959176,4.45052698950307,9.314162701698312,14.319380055585231,22.01117966022273,49.90475059299291,33.20138920033517,20663791.0,69.31961023977337,34.26674116230754,248728562.51771492,9145654.0,30.68039005758074
Argentina - urban,1994,22.77439812512207,15.622387410666096,391103.0,578379.0,1336555.0,4745572.0,8699613.0,18523546.0,23623194.0,26355716.0,1.29244852777052,1.91132659932257,4.41681918984579,15.68235195038992,28.748989603216053,61.21343712456898,78.06588029892725,87.09584782499692,1.1708304943652201,1.39033552640594,2.09509361176889,5.7171851240947005,11.04709212171867,28.77998418720521,42.80697428558916,52.893041688758515,4182834.0,6270749.0,8047386.0,13.82271372717579,20.7224954433599,26.59362093551851,5.35,45.8,0.4591680359255017,354300.19207822246,904555.9667461653,2314054.908161717,11850868.773857163,33429150.329337448,174179848.82710636,388609263.7148424,640229817.0441383,29869485.0,29682209.0,28924033.0,25515016.0,21560975.0,11737042.0,6637394.0,3904872.0,98.70754989955913,98.08867230207159,95.58318232282862,84.31764776018233,71.25101138153693,38.78656290485829,21.934121042195216,12.90415110241744,187276.0,758176.0,3409017.0,3954041.0,9823933.0,5099648.0,2732522.0,0.6188775974875307,2.505489979242968,11.265534562646303,13.066636378645386,32.46444847667864,16.852441862663078,9.029969939777773,8121234.0,14923581.0,26.837663003893482,49.3168906957112,4.3775226269492205,9.02365131985314,14.03245850545567,21.605039595742298,50.96132795200033,34.44659696165871,21295929.0,70.37513266770382,35.455953181752434,261255530.9011029,8964659.0,29.624867170459478
Argentina - urban,1995,21.63388689711729,14.441226038607438,543075.0,1183846.0,2272472.0,6288325.0,10405206.0,20252606.0,24870088.0,26876565.0,1.76863375364954,3.85543438890523,7.4007665015335995,20.47920416906493,33.886659532664524,65.95671071070595,80.994476445402,87.528976925008,1.56513311034016,2.1997304668318,3.5713485764112,8.12179717312442,14.06590502902881,32.85931206896514,46.67966165460318,56.10270815858238,4801819.0,6507902.0,8606579.0,15.6380957954704,21.19430084422136,28.029067861833717,4.51,46.7,0.4890440325027265,480588.30163592583,1452211.4142072774,4002644.5193388383,17083019.127608154,43190635.76262859,201794989.5228618,430002390.8634149,689073793.2251455,30162831.0,29522060.0,28433434.0,24417581.0,20300700.0,10453300.0,5835818.0,3829341.0,98.23136630457996,96.14456580437653,92.59923481821379,79.52079642268168,66.11333988972675,34.04328795900046,19.005522911455536,12.471024303923812,640771.0,1088626.0,4015853.0,4116881.0,9847400.0,4617482.0,2006477.0,2.086800500203446,3.5453309861627273,13.078438395532116,13.407456532954932,32.07005193072629,15.037765047544923,6.534498607531723,9221360.0,14464882.0,30.031225143759293,47.107816912737476,3.76218490670537,8.42036282546465,13.26896892798875,20.75952772307788,53.788955616760774,36.97560342797953,22723550.0,74.0038427284352,39.53132505199335,295571294.29332554,7982356.0,25.996158524031177
Argentina - urban,1996,21.192957128336744,13.854637260783692,793834.0,1313596.0,2599534.0,6976961.0,11162709.0,20574758.0,25220196.0,27260930.0,2.5487679089089403,4.2175671838763,8.34633596500708,22.40096094248587,35.8401606132186,66.05946644479907,80.97459410054314,87.52678954439274,2.17359638070084,2.74005253394104,4.09888325066749,9.18749021627074,15.40021288972056,34.13227392982689,47.48796315681064,56.71739176793986,5024748.0,7024647.0,8885014.0,16.13297976070728,22.554066267795992,28.527153064400157,4.07,44.7,0.4952442938019691,676984.2641078518,1834835.0223945314,4659701.370045444,19601401.876747914,47965215.08234262,212615484.2166327,443715366.06987417,706603711.1407977,30351979.0,29832217.0,28546279.0,24168852.0,19983104.0,10571055.0,5925617.0,3884883.0,97.45123365378197,95.78243149408236,91.65366465148944,77.59904035897218,64.15984068227726,33.94053319462234,19.025404795180656,12.473211086189979,519762.0,1285938.0,4377427.0,4185748.0,9412049.0,4645438.0,2040734.0,1.668802159699604,4.128766842592936,14.054624292517264,13.439199676694907,30.219307487654923,14.915128399441684,6.552193708990675,9849113.0,14057487.0,31.622593429342302,45.13443348732454,3.51499771983781,8.19753954169554,13.13705757762655,21.180694800497662,53.969710360342575,36.88060653953715,23032511.0,73.9505860178599,40.57231257477985,307700640.3151048,8113302.0,26.0494147319256
Argentina - urban,1997,22.20674194777844,14.835679516083108,633799.0,1189211.0,2464957.0,6740840.0,10618107.0,20097527.0,24955181.0,27290767.0,2.0069841904165098,3.76575080725686,7.80552371654709,21.34551679914167,33.62325307007375,63.64074748158119,79.0229748535481,86.41882962278422,1.60538846975768,2.19987717708513,3.60830908591862,8.519714448605411,14.48639792051477,32.422074283370414,45.71705774678716,55.00366203663055,5259974.0,7020019.0,9153881.0,16.65621228072938,22.22956284061027,28.98664354349251,4.33,48.2,0.4911047521919295,506976.10805148527,1493634.194741811,4159143.9330270877,18429899.377304096,45747541.9549778,204775571.08181223,433118645.94735014,694798624.3384265,30945854.0,30390442.0,29114696.0,24838813.0,20961546.0,11482126.0,6624472.0,4288886.0,97.99301467942033,96.23424931236578,92.19447724773924,78.6544836322299,66.37674581161484,36.35925321915349,20.977025935022148,13.581168862115108,555412.0,1275746.0,4275883.0,3877267.0,9479420.0,4857654.0,2335586.0,1.7587653670545398,4.039772064626549,13.539993615509328,12.277737820615064,30.017492592461352,15.382227284131336,7.395857072907039,9428896.0,14337074.0,29.85750226281689,45.399721783474355,3.5476028388436,8.20380388744978,13.24633797074016,21.34985977163513,53.65239553133257,36.37426934293176,22706961.0,71.90376879142502,38.793905981649004,298311384.77257687,8872692.0,28.09623018973641
Argentina - urban,1998,21.5637937551473,13.572866920092132,525812.0,1270520.0,2649927.0,7456950.0,11664276.0,21076169.0,25677079.0,27908102.0,1.64267235674284,3.9691887941735198,8.27855022820365,23.29601164620497,36.439977848767604,65.84336220856862,80.21691193963872,87.18677829573208,1.29539126721331,2.08368967229306,3.7430644030257603,9.41682396905662,15.96120381788246,34.6617577809988,47.71260174270623,56.80657957204184,5295507.0,7368719.0,9264588.0,16.543516876152882,23.020370813119868,28.94319402600804,3.91,45.9,0.507336437789718,414649.01900557947,1434006.6865142125,4373205.054383178,20647843.551411603,51091107.93583301,221901509.21456647,458177787.8442168,727341401.4371554,31483746.0,30739038.0,29359631.0,24552608.0,20345282.0,10933389.0,6332479.0,4101456.0,98.35732814554953,96.03081054727465,91.72145082415696,76.70398947714304,63.56002166602863,34.15663846404877,19.78308791392871,12.813222850499843,744708.0,1379407.0,4807023.0,4207326.0,9411893.0,4600910.0,2231023.0,2.326517598274865,4.309359723117701,15.017461347013914,13.143967811114418,29.40338320197986,14.373550550120061,6.969865063428866,10393756.0,14012803.0,32.470789054594086,43.776934090871116,3.4080087729222996,7.800051651791399,12.70049801201898,21.013435404834496,55.07800615843284,38.05133958193847,23334040.0,72.89710178242348,40.96870963266015,319323534.9263318,8675518.0,27.102898453018316
Argentina - urban,1999,20.5546854199162,13.479604343421007,636554.0,1358503.0,2892370.0,7858170.0,12411074.0,21914718.0,26510017.0,28646763.0,1.9623505650778998,4.187958436971511,8.91652310756868,24.2249596672385,38.26053378188451,67.55811658815493,81.72438221662219,88.31148704767047,1.6300318853431899,2.36732305894963,3.99673130013235,9.73153699059593,16.452874849985292,35.39286631977503,48.60932093806766,57.74293591503774,5416625.0,7290011.0,9538472.0,16.69822936353277,22.4734556445175,29.404949409012648,3.76,44.35,0.4979204137208139,528754.959069657,1651027.6329861195,4732124.583671385,21623717.703005962,53370361.93037748,229617024.67961696,473041412.2715217,749233533.1805948,31801766.0,31079817.0,29545950.0,24580150.0,20027246.0,10523602.0,5928303.0,3791557.0,98.03764806562116,95.81204267052055,91.08347781266107,75.77504013771367,61.739467395352165,32.44188355007287,18.275616616396903,11.688512228746742,721949.0,1533867.0,4965800.0,4552904.0,9503644.0,4595299.0,2136746.0,2.2256053951006094,4.72856485785947,15.30843767494741,14.035572742361504,29.297583845279284,14.166266933675972,6.587104387650163,11052571.0,14098943.0,34.072575344913,43.46384843473768,3.48912791024309,7.986150468041281,13.086750312572729,21.277890167266712,54.16008114187554,37.04826959402942,24261208.0,74.79181320775926,41.790351860034754,330090744.394536,8177112.0,25.208185873991006
